date,pmi_manufacturing_usa,pmi_manufacturing_china
2023-11-15,46.7,49.4
2023-11-16,46.7,49.4
2023-11-17,46.7,49.4
2023-11-18,46.7,49.4
2023-11-19,46.7,49.4
2023-11-20,46.7,49.4
2023-11-21,46.7,49.4
2023-11-22,46.7,49.4
2023-11-23,46.7,49.4
2023-11-24,46.7,49.4
2023-11-25,46.7,49.4
2023-11-26,46.7,49.4
2023-11-27,46.7,49.4
2023-11-28,46.7,49.4
2023-11-29,46.7,49.4
2023-11-30,46.7,49.4
2023-12-01,47.4,49.0
2023-12-02,47.4,49.0
2023-12-03,47.4,49.0
2023-12-04,47.4,49.0
2023-12-05,47.4,49.0
2023-12-06,47.4,49.0
2023-12-07,47.4,49.0
2023-12-08,47.4,49.0
2023-12-09,47.4,49.0
2023-12-10,47.4,49.0
2023-12-11,47.4,49.0
2023-12-12,47.4,49.0
2023-12-13,47.4,49.0
2023-12-14,47.4,49.0
2023-12-15,47.4,49.0
2023-12-16,47.4,49.0
2023-12-17,47.4,49.0
2023-12-18,47.4,49.0
2023-12-19,47.4,49.0
2023-12-20,47.4,49.0
2023-12-21,47.4,49.0
2023-12-22,47.4,49.0
2023-12-23,47.4,49.0
2023-12-24,47.4,49.0
2023-12-25,47.4,49.0
2023-12-26,47.4,49.0
2023-12-27,47.4,49.0
2023-12-28,47.4,49.0
2023-12-29,47.4,49.0
2023-12-30,47.4,49.0
2023-12-31,47.4,49.0
2024-01-01,49.1,49.2
2024-01-02,49.1,49.2
2024-01-03,49.1,49.2
2024-01-04,49.1,49.2
2024-01-05,49.1,49.2
2024-01-06,49.1,49.2
2024-01-07,49.1,49.2
2024-01-08,49.1,49.2
2024-01-09,49.1,49.2
2024-01-10,49.1,49.2
2024-01-11,49.1,49.2
2024-01-12,49.1,49.2
2024-01-13,49.1,49.2
2024-01-14,49.1,49.2
2024-01-15,49.1,49.2
2024-01-16,49.1,49.2
2024-01-17,49.1,49.2
2024-01-18,49.1,49.2
2024-01-19,49.1,49.2
2024-01-20,49.1,49.2
2024-01-21,49.1,49.2
2024-01-22,49.1,49.2
2024-01-23,49.1,49.2
2024-01-24,49.1,49.2
2024-01-25,49.1,49.2
2024-01-26,49.1,49.2
2024-01-27,49.1,49.2
2024-01-28,49.1,49.2
2024-01-29,49.1,49.2
2024-01-30,49.1,49.2
2024-01-31,49.1,49.2
2024-02-01,47.8,49.1
2024-02-02,47.8,49.1
2024-02-03,47.8,49.1
2024-02-04,47.8,49.1
2024-02-05,47.8,49.1
2024-02-06,47.8,49.1
2024-02-07,47.8,49.1
2024-02-08,47.8,49.1
2024-02-09,47.8,49.1
2024-02-10,47.8,49.1
2024-02-11,47.8,49.1
2024-02-12,47.8,49.1
2024-02-13,47.8,49.1
2024-02-14,47.8,49.1
2024-02-15,47.8,49.1
2024-02-16,47.8,49.1
2024-02-17,47.8,49.1
2024-02-18,47.8,49.1
2024-02-19,47.8,49.1
2024-02-20,47.8,49.1
2024-02-21,47.8,49.1
2024-02-22,47.8,49.1
2024-02-23,47.8,49.1
2024-02-24,47.8,49.1
2024-02-25,47.8,49.1
2024-02-26,47.8,49.1
2024-02-27,47.8,49.1
2024-02-28,47.8,49.1
2024-02-29,47.8,49.1
2024-03-01,50.3,50.8
2024-03-02,50.3,50.8
2024-03-03,50.3,50.8
2024-03-04,50.3,50.8
2024-03-05,50.3,50.8
2024-03-06,50.3,50.8
2024-03-07,50.3,50.8
2024-03-08,50.3,50.8
2024-03-09,50.3,50.8
2024-03-10,50.3,50.8
2024-03-11,50.3,50.8
2024-03-12,50.3,50.8
2024-03-13,50.3,50.8
2024-03-14,50.3,50.8
2024-03-15,50.3,50.8
2024-03-16,50.3,50.8
2024-03-17,50.3,50.8
2024-03-18,50.3,50.8
2024-03-19,50.3,50.8
2024-03-20,50.3,50.8
2024-03-21,50.3,50.8
2024-03-22,50.3,50.8
2024-03-23,50.3,50.8
2024-03-24,50.3,50.8
2024-03-25,50.3,50.8
2024-03-26,50.3,50.8
2024-03-27,50.3,50.8
2024-03-28,50.3,50.8
2024-03-29,50.3,50.8
2024-03-30,50.3,50.8
2024-03-31,50.3,50.8
2024-04-01,49.2,50.4
2024-04-02,49.2,50.4
2024-04-03,49.2,50.4
2024-04-04,49.2,50.4
2024-04-05,49.2,50.4
2024-04-06,49.2,50.4
2024-04-07,49.2,50.4
2024-04-08,49.2,50.4
2024-04-09,49.2,50.4
2024-04-10,49.2,50.4
2024-04-11,49.2,50.4
2024-04-12,49.2,50.4
2024-04-13,49.2,50.4
2024-04-14,49.2,50.4
2024-04-15,49.2,50.4
2024-04-16,49.2,50.4
2024-04-17,49.2,50.4
2024-04-18,49.2,50.4
2024-04-19,49.2,50.4
2024-04-20,49.2,50.4
2024-04-21,49.2,50.4
2024-04-22,49.2,50.4
2024-04-23,49.2,50.4
2024-04-24,49.2,50.4
2024-04-25,49.2,50.4
2024-04-26,49.2,50.4
2024-04-27,49.2,50.4
2024-04-28,49.2,50.4
2024-04-29,49.2,50.4
2024-04-30,49.2,50.4
2024-05-01,48.7,49.5
2024-05-02,48.7,49.5
2024-05-03,48.7,49.5
2024-05-04,48.7,49.5
2024-05-05,48.7,49.5
2024-05-06,48.7,49.5
2024-05-07,48.7,49.5
2024-05-08,48.7,49.5
2024-05-09,48.7,49.5
2024-05-10,48.7,49.5
2024-05-11,48.7,49.5
2024-05-12,48.7,49.5
2024-05-13,48.7,49.5
2024-05-14,48.7,49.5
2024-05-15,48.7,49.5
2024-05-16,48.7,49.5
2024-05-17,48.7,49.5
2024-05-18,48.7,49.5
2024-05-19,48.7,49.5
2024-05-20,48.7,49.5
2024-05-21,48.7,49.5
2024-05-22,48.7,49.5
2024-05-23,48.7,49.5
2024-05-24,48.7,49.5
2024-05-25,48.7,49.5
2024-05-26,48.7,49.5
2024-05-27,48.7,49.5
2024-05-28,48.7,49.5
2024-05-29,48.7,49.5
2024-05-30,48.7,49.5
2024-05-31,48.7,49.5
2024-06-01,48.5,49.5
2024-06-02,48.5,49.5
2024-06-03,48.5,49.5
2024-06-04,48.5,49.5
2024-06-05,48.5,49.5
2024-06-06,48.5,49.5
2024-06-07,48.5,49.5
2024-06-08,48.5,49.5
2024-06-09,48.5,49.5
2024-06-10,48.5,49.5
2024-06-11,48.5,49.5
2024-06-12,48.5,49.5
2024-06-13,48.5,49.5
2024-06-14,48.5,49.5
2024-06-15,48.5,49.5
2024-06-16,48.5,49.5
2024-06-17,48.5,49.5
2024-06-18,48.5,49.5
2024-06-19,48.5,49.5
2024-06-20,48.5,49.5
2024-06-21,48.5,49.5
2024-06-22,48.5,49.5
2024-06-23,48.5,49.5
2024-06-24,48.5,49.5
2024-06-25,48.5,49.5
2024-06-26,48.5,49.5
2024-06-27,48.5,49.5
2024-06-28,48.5,49.5
2024-06-29,48.5,49.5
2024-06-30,48.5,49.5
2024-07-01,46.8,49.4
2024-07-02,46.8,49.4
2024-07-03,46.8,49.4
2024-07-04,46.8,49.4
2024-07-05,46.8,49.4
2024-07-06,46.8,49.4
2024-07-07,46.8,49.4
2024-07-08,46.8,49.4
2024-07-09,46.8,49.4
2024-07-10,46.8,49.4
2024-07-11,46.8,49.4
2024-07-12,46.8,49.4
2024-07-13,46.8,49.4
2024-07-14,46.8,49.4
2024-07-15,46.8,49.4
2024-07-16,46.8,49.4
2024-07-17,46.8,49.4
2024-07-18,46.8,49.4
2024-07-19,46.8,49.4
2024-07-20,46.8,49.4
2024-07-21,46.8,49.4
2024-07-22,46.8,49.4
2024-07-23,46.8,49.4
2024-07-24,46.8,49.4
2024-07-25,46.8,49.4
2024-07-26,46.8,49.4
2024-07-27,46.8,49.4
2024-07-28,46.8,49.4
2024-07-29,46.8,49.4
2024-07-30,46.8,49.4
2024-07-31,46.8,49.4
2024-08-01,47.2,49.1
2024-08-02,47.2,49.1
2024-08-03,47.2,49.1
2024-08-04,47.2,49.1
2024-08-05,47.2,49.1
2024-08-06,47.2,49.1
2024-08-07,47.2,49.1
2024-08-08,47.2,49.1
2024-08-09,47.2,49.1
2024-08-10,47.2,49.1
2024-08-11,47.2,49.1
2024-08-12,47.2,49.1
2024-08-13,47.2,49.1
2024-08-14,47.2,49.1
2024-08-15,47.2,49.1
2024-08-16,47.2,49.1
2024-08-17,47.2,49.1
2024-08-18,47.2,49.1
2024-08-19,47.2,49.1
2024-08-20,47.2,49.1
2024-08-21,47.2,49.1
2024-08-22,47.2,49.1
2024-08-23,47.2,49.1
2024-08-24,47.2,49.1
2024-08-25,47.2,49.1
2024-08-26,47.2,49.1
2024-08-27,47.2,49.1
2024-08-28,47.2,49.1
2024-08-29,47.2,49.1
2024-08-30,47.2,49.1
2024-08-31,47.2,49.1
2024-09-01,47.2,49.8
2024-09-02,47.2,49.8
2024-09-03,47.2,49.8
2024-09-04,47.2,49.8
2024-09-05,47.2,49.8
2024-09-06,47.2,49.8
2024-09-07,47.2,49.8
2024-09-08,47.2,49.8
2024-09-09,47.2,49.8
2024-09-10,47.2,49.8
2024-09-11,47.2,49.8
2024-09-12,47.2,49.8
2024-09-13,47.2,49.8
2024-09-14,47.2,49.8
2024-09-15,47.2,49.8
2024-09-16,47.2,49.8
2024-09-17,47.2,49.8
2024-09-18,47.2,49.8
2024-09-19,47.2,49.8
2024-09-20,47.2,49.8
2024-09-21,47.2,49.8
2024-09-22,47.2,49.8
2024-09-23,47.2,49.8
2024-09-24,47.2,49.8
2024-09-25,47.2,49.8
2024-09-26,47.2,49.8
2024-09-27,47.2,49.8
2024-09-28,47.2,49.8
2024-09-29,47.2,49.8
2024-09-30,47.2,49.8
2024-10-01,46.5,50.1
2024-10-02,46.5,50.1
2024-10-03,46.5,50.1
2024-10-04,46.5,50.1
2024-10-05,46.5,50.1
2024-10-06,46.5,50.1
2024-10-07,46.5,50.1
2024-10-08,46.5,50.1
2024-10-09,46.5,50.1
2024-10-10,46.5,50.1
2024-10-11,46.5,50.1
2024-10-12,46.5,50.1
2024-10-13,46.5,50.1
2024-10-14,46.5,50.1
2024-10-15,46.5,50.1
2024-10-16,46.5,50.1
2024-10-17,46.5,50.1
2024-10-18,46.5,50.1
2024-10-19,46.5,50.1
2024-10-20,46.5,50.1
2024-10-21,46.5,50.1
2024-10-22,46.5,50.1
2024-10-23,46.5,50.1
2024-10-24,46.5,50.1
2024-10-25,46.5,50.1
2024-10-26,46.5,50.1
2024-10-27,46.5,50.1
2024-10-28,46.5,50.1
2024-10-29,46.5,50.1
2024-10-30,46.5,50.1
2024-10-31,46.5,50.1
2024-11-01,48.4,50.3
2024-11-02,48.4,50.3
2024-11-03,48.4,50.3
2024-11-04,48.4,50.3
2024-11-05,48.4,50.3
2024-11-06,48.4,50.3
2024-11-07,48.4,50.3
2024-11-08,48.4,50.3
2024-11-09,48.4,50.3
2024-11-10,48.4,50.3
2024-11-11,48.4,50.3
2024-11-12,48.4,50.3
2024-11-13,48.4,50.3
2024-11-14,48.4,50.3
2024-11-15,48.4,50.3
2024-11-16,48.4,50.3
2024-11-17,48.4,50.3
2024-11-18,48.4,50.3
2024-11-19,48.4,50.3
2024-11-20,48.4,50.3
2024-11-21,48.4,50.3
2024-11-22,48.4,50.3
2024-11-23,48.4,50.3
2024-11-24,48.4,50.3
2024-11-25,48.4,50.3
2024-11-26,48.4,50.3
2024-11-27,48.4,50.3
2024-11-28,48.4,50.3
2024-11-29,48.4,50.3
2024-11-30,48.4,50.3
2024-12-01,49.3,50.1
2024-12-02,49.3,50.1
2024-12-03,49.3,50.1
2024-12-04,49.3,50.1
2024-12-05,49.3,50.1
2024-12-06,49.3,50.1
2024-12-07,49.3,50.1
2024-12-08,49.3,50.1
2024-12-09,49.3,50.1
2024-12-10,49.3,50.1
2024-12-11,49.3,50.1
2024-12-12,49.3,50.1
2024-12-13,49.3,50.1
2024-12-14,49.3,50.1
2024-12-15,49.3,50.1
2024-12-16,49.3,50.1
2024-12-17,49.3,50.1
2024-12-18,49.3,50.1
2024-12-19,49.3,50.1
2024-12-20,49.3,50.1
2024-12-21,49.3,50.1
2024-12-22,49.3,50.1
2024-12-23,49.3,50.1
2024-12-24,49.3,50.1
2024-12-25,49.3,50.1
2024-12-26,49.3,50.1
2024-12-27,49.3,50.1
2024-12-28,49.3,50.1
2024-12-29,49.3,50.1
2024-12-30,49.3,50.1
2024-12-31,49.3,50.1
2025-01-01,50.9,49.1
2025-01-02,50.9,49.1
2025-01-03,50.9,49.1
2025-01-04,50.9,49.1
2025-01-05,50.9,49.1
2025-01-06,50.9,49.1
2025-01-07,50.9,49.1
2025-01-08,50.9,49.1
2025-01-09,50.9,49.1
2025-01-10,50.9,49.1
2025-01-11,50.9,49.1
2025-01-12,50.9,49.1
2025-01-13,50.9,49.1
2025-01-14,50.9,49.1
2025-01-15,50.9,49.1
2025-01-16,50.9,49.1
2025-01-17,50.9,49.1
2025-01-18,50.9,49.1
2025-01-19,50.9,49.1
2025-01-20,50.9,49.1
2025-01-21,50.9,49.1
2025-01-22,50.9,49.1
2025-01-23,50.9,49.1
2025-01-24,50.9,49.1
2025-01-25,50.9,49.1
2025-01-26,50.9,49.1
2025-01-27,50.9,49.1
2025-01-28,50.9,49.1
2025-01-29,50.9,49.1
2025-01-30,50.9,49.1
2025-01-31,50.9,49.1
2025-02-01,50.3,50.2
2025-02-02,50.3,50.2
2025-02-03,50.3,50.2
2025-02-04,50.3,50.2
2025-02-05,50.3,50.2
2025-02-06,50.3,50.2
2025-02-07,50.3,50.2
2025-02-08,50.3,50.2
2025-02-09,50.3,50.2
2025-02-10,50.3,50.2
2025-02-11,50.3,50.2
2025-02-12,50.3,50.2
2025-02-13,50.3,50.2
2025-02-14,50.3,50.2
2025-02-15,50.3,50.2
2025-02-16,50.3,50.2
2025-02-17,50.3,50.2
2025-02-18,50.3,50.2
2025-02-19,50.3,50.2
2025-02-20,50.3,50.2
2025-02-21,50.3,50.2
2025-02-22,50.3,50.2
2025-02-23,50.3,50.2
2025-02-24,50.3,50.2
2025-02-25,50.3,50.2
2025-02-26,50.3,50.2
2025-02-27,50.3,50.2
2025-02-28,50.3,50.2
2025-03-01,49.0,50.5
2025-03-02,49.0,50.5
2025-03-03,49.0,50.5
2025-03-04,49.0,50.5
2025-03-05,49.0,50.5
2025-03-06,49.0,50.5
2025-03-07,49.0,50.5
2025-03-08,49.0,50.5
2025-03-09,49.0,50.5
2025-03-10,49.0,50.5
2025-03-11,49.0,50.5
2025-03-12,49.0,50.5
2025-03-13,49.0,50.5
2025-03-14,49.0,50.5
2025-03-15,49.0,50.5
2025-03-16,49.0,50.5
2025-03-17,49.0,50.5
2025-03-18,49.0,50.5
2025-03-19,49.0,50.5
2025-03-20,49.0,50.5
2025-03-21,49.0,50.5
2025-03-22,49.0,50.5
2025-03-23,49.0,50.5
2025-03-24,49.0,50.5
2025-03-25,49.0,50.5
2025-03-26,49.0,50.5
2025-03-27,49.0,50.5
2025-03-28,49.0,50.5
2025-03-29,49.0,50.5
2025-03-30,49.0,50.5
2025-03-31,49.0,50.5
2025-04-01,48.7,49.0
2025-04-02,48.7,49.0
2025-04-03,48.7,49.0
2025-04-04,48.7,49.0
2025-04-05,48.7,49.0
2025-04-06,48.7,49.0
2025-04-07,48.7,49.0
2025-04-08,48.7,49.0
2025-04-09,48.7,49.0
2025-04-10,48.7,49.0
2025-04-11,48.7,49.0
2025-04-12,48.7,49.0
2025-04-13,48.7,49.0
2025-04-14,48.7,49.0
2025-04-15,48.7,49.0
2025-04-16,48.7,49.0
2025-04-17,48.7,49.0
2025-04-18,48.7,49.0
2025-04-19,48.7,49.0
2025-04-20,48.7,49.0
2025-04-21,48.7,49.0
2025-04-22,48.7,49.0
2025-04-23,48.7,49.0
2025-04-24,48.7,49.0
2025-04-25,48.7,49.0
2025-04-26,48.7,49.0
2025-04-27,48.7,49.0
2025-04-28,48.7,49.0
2025-04-29,48.7,49.0
2025-04-30,48.7,49.0
2025-05-01,48.5,49.5
2025-05-02,48.5,49.5
2025-05-03,48.5,49.5
2025-05-04,48.5,49.5
2025-05-05,48.5,49.5
2025-05-06,48.5,49.5
2025-05-07,48.5,49.5
2025-05-08,48.5,49.5
2025-05-09,48.5,49.5
2025-05-10,48.5,49.5
2025-05-11,48.5,49.5
2025-05-12,48.5,49.5
2025-05-13,48.5,49.5
2025-05-14,48.5,49.5
2025-05-15,48.5,49.5
2025-05-16,48.5,49.5
2025-05-17,48.5,49.5
2025-05-18,48.5,49.5
2025-05-19,48.5,49.5
2025-05-20,48.5,49.5
2025-05-21,48.5,49.5
2025-05-22,48.5,49.5
2025-05-23,48.5,49.5
2025-05-24,48.5,49.5
2025-05-25,48.5,49.5
2025-05-26,48.5,49.5
2025-05-27,48.5,49.5
2025-05-28,48.5,49.5
2025-05-29,48.5,49.5
2025-05-30,48.5,49.5
2025-05-31,48.5,49.5
2025-06-01,49.0,49.7
2025-06-02,49.0,49.7
2025-06-03,49.0,49.7
2025-06-04,49.0,49.7
2025-06-05,49.0,49.7
2025-06-06,49.0,49.7
2025-06-07,49.0,49.7
2025-06-08,49.0,49.7
2025-06-09,49.0,49.7
2025-06-10,49.0,49.7
2025-06-11,49.0,49.7
2025-06-12,49.0,49.7
2025-06-13,49.0,49.7
2025-06-14,49.0,49.7
2025-06-15,49.0,49.7
2025-06-16,49.0,49.7
2025-06-17,49.0,49.7
2025-06-18,49.0,49.7
2025-06-19,49.0,49.7
2025-06-20,49.0,49.7
2025-06-21,49.0,49.7
2025-06-22,49.0,49.7
2025-06-23,49.0,49.7
2025-06-24,49.0,49.7
2025-06-25,49.0,49.7
2025-06-26,49.0,49.7
2025-06-27,49.0,49.7
2025-06-28,49.0,49.7
2025-06-29,49.0,49.7
2025-06-30,49.0,49.7
2025-07-01,48.0,49.3
2025-07-02,48.0,49.3
2025-07-03,48.0,49.3
2025-07-04,48.0,49.3
2025-07-05,48.0,49.3
2025-07-06,48.0,49.3
2025-07-07,48.0,49.3
2025-07-08,48.0,49.3
2025-07-09,48.0,49.3
2025-07-10,48.0,49.3
2025-07-11,48.0,49.3
2025-07-12,48.0,49.3
2025-07-13,48.0,49.3
2025-07-14,48.0,49.3
2025-07-15,48.0,49.3
2025-07-16,48.0,49.3
2025-07-17,48.0,49.3
2025-07-18,48.0,49.3
2025-07-19,48.0,49.3
2025-07-20,48.0,49.3
2025-07-21,48.0,49.3
2025-07-22,48.0,49.3
2025-07-23,48.0,49.3
2025-07-24,48.0,49.3
2025-07-25,48.0,49.3
2025-07-26,48.0,49.3
2025-07-27,48.0,49.3
2025-07-28,48.0,49.3
2025-07-29,48.0,49.3
2025-07-30,48.0,49.3
2025-07-31,48.0,49.3
2025-08-01,48.7,49.4
2025-08-02,48.7,49.4
2025-08-03,48.7,49.4
2025-08-04,48.7,49.4
2025-08-05,48.7,49.4
2025-08-06,48.7,49.4
2025-08-07,48.7,49.4
2025-08-08,48.7,49.4
2025-08-09,48.7,49.4
2025-08-10,48.7,49.4
2025-08-11,48.7,49.4
2025-08-12,48.7,49.4
2025-08-13,48.7,49.4
2025-08-14,48.7,49.4
2025-08-15,48.7,49.4
2025-08-16,48.7,49.4
2025-08-17,48.7,49.4
2025-08-18,48.7,49.4
2025-08-19,48.7,49.4
2025-08-20,48.7,49.4
2025-08-21,48.7,49.4
2025-08-22,48.7,49.4
2025-08-23,48.7,49.4
2025-08-24,48.7,49.4
2025-08-25,48.7,49.4
2025-08-26,48.7,49.4
2025-08-27,48.7,49.4
2025-08-28,48.7,49.4
2025-08-29,48.7,49.4
2025-08-30,48.7,49.4
2025-08-31,48.7,49.4
2025-09-01,49.1,49.8
2025-09-02,49.1,49.8
2025-09-03,49.1,49.8
2025-09-04,49.1,49.8
2025-09-05,49.1,49.8
2025-09-06,49.1,49.8
2025-09-07,49.1,49.8
2025-09-08,49.1,49.8
2025-09-09,49.1,49.8
2025-09-10,49.1,49.8
2025-09-11,49.1,49.8
2025-09-12,49.1,49.8
2025-09-13,49.1,49.8
2025-09-14,49.1,49.8
2025-09-15,49.1,49.8
2025-09-16,49.1,49.8
2025-09-17,49.1,49.8
2025-09-18,49.1,49.8
2025-09-19,49.1,49.8
2025-09-20,49.1,49.8
2025-09-21,49.1,49.8
2025-09-22,49.1,49.8
2025-09-23,49.1,49.8
2025-09-24,49.1,49.8
2025-09-25,49.1,49.8
2025-09-26,49.1,49.8
2025-09-27,49.1,49.8
2025-09-28,49.1,49.8
2025-09-29,49.1,49.8
2025-09-30,49.1,49.8
2025-10-01,48.7,49.0
2025-10-02,48.7,49.0
2025-10-03,48.7,49.0
2025-10-04,48.7,49.0
2025-10-05,48.7,49.0
2025-10-06,48.7,49.0
2025-10-07,48.7,49.0
2025-10-08,48.7,49.0
2025-10-09,48.7,49.0
2025-10-10,48.7,49.0
2025-10-11,48.7,49.0
2025-10-12,48.7,49.0
2025-10-13,48.7,49.0
2025-10-14,48.7,49.0
2025-10-15,48.7,49.0
2025-10-16,48.7,49.0
2025-10-17,48.7,49.0
2025-10-18,48.7,49.0
2025-10-19,48.7,49.0
2025-10-20,48.7,49.0
2025-10-21,48.7,49.0
2025-10-22,48.7,49.0
2025-10-23,48.7,49.0
2025-10-24,48.7,49.0
2025-10-25,48.7,49.0
2025-10-26,48.7,49.0
2025-10-27,48.7,49.0
2025-10-28,48.7,49.0
2025-10-29,48.7,49.0
2025-10-30,48.7,49.0
2025-10-31,48.7,49.0
2025-11-01,48.2,49.2
2025-11-02,48.2,49.2
2025-11-03,48.2,49.2
2025-11-04,48.2,49.2
2025-11-05,48.2,49.2
2025-11-06,48.2,49.2
2025-11-07,48.2,49.2
2025-11-08,48.2,49.2
2025-11-09,48.2,49.2
2025-11-10,48.2,49.2
2025-11-11,48.2,49.2
2025-11-12,48.2,49.2
2025-11-13,48.2,49.2
2025-11-14,48.2,49.2
2025-11-15,48.2,49.2
2025-11-16,48.2,49.2
2025-11-17,48.2,49.2
2025-11-18,48.2,49.2
2025-11-19,48.2,49.2
2025-11-20,48.2,49.2
2025-11-21,48.2,49.2
2025-11-22,48.2,49.2
2025-11-23,48.2,49.2
2025-11-24,48.2,49.2
2025-11-25,48.2,49.2
2025-11-26,48.2,49.2
2025-11-27,48.2,49.2
2025-11-28,48.2,49.2
2025-11-29,48.2,49.2
2025-11-30,48.2,49.2
2025-12-01,47.9,50.1
2025-12-02,47.9,50.1
2025-12-03,47.9,50.1
2025-12-04,47.9,50.1
2025-12-05,47.9,50.1
2025-12-06,47.9,50.1
2025-12-07,47.9,50.1
2025-12-08,47.9,50.1
2025-12-09,47.9,50.1
2025-12-10,47.9,50.1
2025-12-11,47.9,50.1
2025-12-12,47.9,50.1
2025-12-13,47.9,50.1
2025-12-14,47.9,50.1
2025-12-15,47.9,50.1
2025-12-16,47.9,50.1
2025-12-17,47.9,50.1
2025-12-18,47.9,50.1
2025-12-19,47.9,50.1
2025-12-20,47.9,50.1
2025-12-21,47.9,50.1
2025-12-22,47.9,50.1
2025-12-23,47.9,50.1
2025-12-24,47.9,50.1
2025-12-25,47.9,50.1
2025-12-26,47.9,50.1
2025-12-27,47.9,50.1
2025-12-28,47.9,50.1
2025-12-29,47.9,50.1
2025-12-30,47.9,50.1
2025-12-31,47.9,50.1
2026-01-01,52.6,49.3
2026-01-02,52.6,49.3
2026-01-03,52.6,49.3
2026-01-04,52.6,49.3
2026-01-05,52.6,49.3
2026-01-06,52.6,49.3
2026-01-07,52.6,49.3
2026-01-08,52.6,49.3
2026-01-09,52.6,49.3
2026-01-10,52.6,49.3
2026-01-11,52.6,49.3
2026-01-12,52.6,49.3
2026-01-13,52.6,49.3
2026-01-14,52.6,49.3
2026-01-15,52.6,49.3
2026-01-16,52.6,49.3
2026-01-17,52.6,49.3
2026-01-18,52.6,49.3
2026-01-19,52.6,49.3
2026-01-20,52.6,49.3
2026-01-21,52.6,49.3
2026-01-22,52.6,49.3
2026-01-23,52.6,49.3
2026-01-24,52.6,49.3
2026-01-25,52.6,49.3
2026-01-26,52.6,49.3
2026-01-27,52.6,49.3
2026-01-28,52.6,49.3
2026-01-29,52.6,49.3
2026-01-30,52.6,49.3
2026-01-31,52.6,49.3
2026-02-01,52.4,49.0
2026-02-02,52.4,49.0
2026-02-03,52.4,49.0
2026-02-04,52.4,49.0
2026-02-05,52.4,49.0
2026-02-06,52.4,49.0
2026-02-07,52.4,49.0
2026-02-08,52.4,49.0
2026-02-09,52.4,49.0
2026-02-10,52.4,49.0
2026-02-11,52.4,49.0
2026-02-12,52.4,49.0
2026-02-13,52.4,49.0
2026-02-14,52.4,49.0
2026-02-15,52.4,49.0
2026-02-16,52.4,49.0
2026-02-17,52.4,49.0
2026-02-18,52.4,49.0
2026-02-19,52.4,49.0
2026-02-20,52.4,49.0
2026-02-21,52.4,49.0
2026-02-22,52.4,49.0
2026-02-23,52.4,49.0
2026-02-24,52.4,49.0
2026-02-25,52.4,49.0
2026-02-26,52.4,49.0
2026-02-27,52.4,49.0
2026-02-28,52.4,49.0
2026-03-01,52.4,49.0
